date,action,ticker,shares,price,notional,pnl,entry_date,reason
2026-02-11,BUY,XLB,94.5156,52.9013,5000.0,,,
2026-02-12,SELL,XLB,94.5156,53.4057,5047.67,47.67,2026-02-11,rebalance
