date,time,provider,model,input_tokens,output_tokens,cost_usd
2026-04-08,11:57:17,openai,gpt-4.1-mini,235,419,0.004777
2026-04-08,13:51:06,openai,gpt-4.1-mini,235,390,0.004488
2026-04-08,14:35:20,openai,gpt-4.1-mini,235,422,0.004808
2026-04-08,14:39:11,openai,gpt-4.1-mini,235,501,0.005598
2026-04-08,16:44:55,openai,gpt-4.1-mini,235,468,0.005267
2026-04-13,11:52:48,openai,gpt-4.1-mini,235,472,0.005307
